id	Marqueur	Variete	Rendement	Huile	Proteine	Amidon	Floraison	Feuilles
EF_178	1	European_Flint	313.553846	3.621715783	9.651281771	73.56653933	860.66	12.43930612
CBD_129	2	Corn_Belt_Dent	357.053846	2.146715783	12.37628177	70.89153933	999.62	18.8239215
EF_213	2	European_Flint	326.053846	3.496715783	12.67628177	70.19153933	945.14	14.95870197
CBD_264	1	Corn_Belt_Dent	353.553846	3.471715783	14.17628177	69.11653933	986.63	17.05469073
CBD_226	1	Corn_Belt_Dent	344.8787598	3.751156429	14.73023625	68.1791233	1003.17	16.70853689
EF_282	1	European_Flint	309.803846	3.471715783	13.05128177	69.69153933	962.78	16.59315227
CBD_111	2	Corn_Belt_Dent	357.3787598	4.101156429	12.10523625	69.5541233	938.15	17.54868882
EF_288	2	European_Flint	343.8787598	2.526156429	11.88023625	73.0791233	1070.54	17.76622919
CBD_60	1	Corn_Belt_Dent	361.303846	3.271715783	11.22628177	72.71653933	993.6	16.93930612
CBD_98	1	Corn_Belt_Dent	350.553846	3.196715783	12.32628177	69.06653933	915.25	16.36238304
CBD_177	1	Corn_Belt_Dent	358.6287598	2.851156429	9.105236248	73.8541233	1041.12	20.8239215
SS_274	2	Stiff_Stalk	349.3787598	3.451156429	13.43023625	68.7791233	1137.88	19.94868882
CBD_29	1	Corn_Belt_Dent	357.6287598	4.451156429	11.00523625	68.1041233	1105.19	19.71622919
EF_258	2	European_Flint	365.553846	3.346715783	12.55128177	70.11653933	952.29	15.46622919
CBD_57	1	Corn_Belt_Dent	375.3787598	2.851156429	10.58023625	73.0041233	1090.64	19.47776766
CBD_229	1	Corn_Belt_Dent	339.6287598	3.176156429	11.80523625	68.9291233	1092.63	20.36238304
EF_167	2	European_Flint	316.053846	3.771715783	13.12628177	67.79153933	945.19	15.06868882
EF_107	1	European_Flint	329.303846	3.521715783	13.30128177	67.56653933	913.3	14.86868882
EF_243	1	European_Flint	328.053846	2.921715783	14.57628177	66.04153933	908.48	15.59315227
CBD_119	2	Corn_Belt_Dent	328.2456257	2.544187835	14.28038946	69.45810575	1023.35	15.98900352
CBD_209	2	Corn_Belt_Dent	344.053846	3.396715783	13.65128177	69.11653933	1005.56	18.78545996
CBD_215	2	Corn_Belt_Dent	356.5037598	3.388656429	10.99273625	70.9166233	1035.57	16.09096431
EF_197	1	European_Flint	335.6287598	4.426156429	13.70523625	66.6041233	989.7	18.52776766
CBD_181	1	Corn_Belt_Dent	351.6287598	2.851156429	13.88023625	67.0541233	999.8	19.40084458
NF_199	1	Northern_Flint	267.553846	3.821715783	13.40128177	65.26653933	916.82	13.28545996
NF_67	2	Northern_Flint	333.553846	3.521715783	12.87628177	70.31653933	936.49	17.01622919
NF_126	1	Northern_Flint	343.803846	3.646715783	13.27628177	72.66653933	914.53	14.3545353
Tr_77	2	Tropical	335.3215384	4.028686313	14.17051271	70.01661573	917.5	14.73365247
EF_76	2	European_Flint	332.803846	3.971715783	14.87628177	67.06653933	921.63	15.11238304
CBD_58	2	Corn_Belt_Dent	342.1287598	3.451156429	11.40523625	71.6791233	1040.84	17.93930612
CBD_74	2	Corn_Belt_Dent	332.303846	4.046715783	9.901281771	72.69153933	940.42	16.47776766
CBD_193	2	Corn_Belt_Dent	330.053846	2.946715783	11.47628177	72.29153933	1013.52	17.38053441
EF_17	2	European_Flint	312.1287598	3.776156429	15.00523625	67.0791233	945.56	15.32648527
EF_103	2	European_Flint	322.3470407	3.563808479	14.63507861	60.06963223	972.37	16.04699842
NF_158	2	Northern_Flint	305.803846	3.646715783	12.87628177	68.71653933	924.34	13.63861613
NF_281	2	Northern_Flint	306.303846	2.821715783	12.35128177	68.39153933	856.68	14.28545996
NF_222	1	Northern_Flint	321.6155137	5.062597746	13.85787995	69.57782146	895.3	13.62868882
NF_174	2	Northern_Flint	303.6553769	3.818848821	13.1527942	66.34716954	975.6	14.86238304
NF_175	1	Northern_Flint	319.303846	4.271715783	14.12628177	67.44153933	985.42	15.77409168
NF_159	1	Northern_Flint	290.2406647	3.496024406	12.55530191	69.89606955	869.61	14.28545996
NF_272	1	Northern_Flint	279.803846	4.746715783	14.97628177	63.39153933	1004.5	15.67007535
EF_179	1	European_Flint	310.8787598	2.751156429	14.55523625	69.3791233	967.66	16.13161381
EF_12	2	European_Flint	304.3446231	3.481151179	12.71387247	69.81949713	1092.37	17.14868882
EF_101	1	European_Flint	326.053846	3.521715783	12.52628177	69.44153933	821.19	12.65853689
NF_120	1	Northern_Flint	270.366422	3.563519581	14.55251977	65.03844783	922.12	14.99699842
NF_277	1	Northern_Flint	332.303846	3.646715783	14.62628177	70.31653933	904.46	15.35084458
NF_123	1	Northern_Flint	337.4906647	3.896024406	12.58030191	70.14606955	888.57	14.63861613
EF_47	2	European_Flint	346.303846	2.946715783	14.72628177	66.99153933	834.05	13.47776766
CBD_170	2	Corn_Belt_Dent	311.303846	3.471715783	12.07628177	69.76653933	942.06	15.8239215
EF_134	1	European_Flint	331.553846	2.946715783	11.50128177	70.71653933	856.91	14.01061613
EF_163	1	European_Flint	315.48117	3.661172179	13.07932759	68.05800183	1323.33	19.72171682
CBD_95	2	Corn_Belt_Dent	368.0330887	2.130186248	11.4858531	74.8051145	926.08	15.50853689
EF_244	1	European_Flint	289.553846	4.146715783	12.20128177	69.84153933	832.57	13.72766674
CBD_19	2	Corn_Belt_Dent	343.1287598	3.351156429	17.28023625	65.3291233	978.4	16.74699842
CBD_219	1	Corn_Belt_Dent	315.9906647	4.696024406	16.55530191	63.54606955	873.19	13.47776766
CBD_99	1	Corn_Belt_Dent	337.7406647	3.721024406	13.93030191	67.77106955	898.32	16.05469073
EF_65	2	European_Flint	332.553846	2.846715783	12.62628177	70.86653933	808.23	12.29315227
CBD_194	1	Corn_Belt_Dent	334.803846	3.546715783	13.82628177	69.34153933	885.76	14.3239215
CBD_102	2	Corn_Belt_Dent	348.303846	2.271715783	12.42628177	72.59153933	924.22	16.17007535
EF_148	1	European_Flint	313.053846	3.846715783	11.67628177	71.14153933	865.94	12.94868882
CBD_251	2	Corn_Belt_Dent	337.553846	4.271715783	14.87628177	65.89153933	913.5	16.60469073
CBD_135	1	Corn_Belt_Dent	361.553846	3.121715783	12.42628177	70.29153933	928.06	15.36238304
CBD_206	2	Corn_Belt_Dent	346.053846	3.371715783	14.95128177	69.19153933	894.07	15.18868882
CBD_188	1	Corn_Belt_Dent	343.053846	3.471715783	13.85128177	69.04153933	942.92	16.66868882
EF_185	1	European_Flint	349.053846	3.096715783	11.10128177	74.29153933	865.52	13.49861613
CBD_224	2	Corn_Belt_Dent	337.803846	2.746715783	12.87628177	70.71653933	918.55	15.74699842
Tr_51	1	Tropical	376.6287598	3.101156429	11.75523625	71.9791233	1072.35	19.86238304
Tr_32	2	Tropical	309.553846	4.221715783	13.30128177	67.74153933	1089.59	21.19315227
Tr_112	2	Tropical	324.4014468	4.901563042	14.61392708	64.16341569	1000.58	16.11993812
EF_4	2	European_Flint	331.053846	3.421715783	13.77628177	69.04153933	940.2	15.51322212
EF_86	1	European_Flint	362.053846	3.221715783	14.67628177	69.96653933	864.63	13.47007535
CBD_165	2	Corn_Belt_Dent	348.053846	2.546715783	14.07628177	70.19153933	946.55	16.62007535
CBD_200	1	Corn_Belt_Dent	336.5215384	4.248686313	11.57051271	69.80661573	1015.98	17.22868882
Tr_83	2	Tropical	336.4906647	3.996024406	14.05530191	69.74606955	888.17	13.70853689
NF_227	1	Northern_Flint	285.7406647	3.721024406	14.33030191	66.27106955	865.52	13.01622919
EF_43	2	European_Flint	331.553846	3.346715783	12.10128177	71.56653933	865.55	12.22776766
EF_183	2	European_Flint	299.303846	3.821715783	14.35128177	66.41653933	821.19	12.78545996
EF_228	1	European_Flint	311.553846	3.846715783	13.12628177	67.66653933	842.11	12.24699842
EF_265	2	European_Flint	313.053846	3.471715783	13.60128177	70.16653933	874.5	14.42868882
EF_34	2	European_Flint	324.303846	3.596715783	11.52628177	73.31653933	846.49	15.01622919
NF_127	1	Northern_Flint	322.803846	3.796715783	10.75128177	73.24153933	881.61	14.2295353
EF_5	1	European_Flint	310.303846	3.871715783	12.17628177	70.69153933	874.01	15.24699842
EF_204	2	European_Flint	299.803846	3.096715783	16.92628177	64.94153933	850.64	13.78868882
NF_33	2	Northern_Flint	319.053846	3.771715783	11.50128177	69.71653933	830.23	14.75853689
NF_168	2	Northern_Flint	330.053846	2.821715783	14.00128177	68.31653933	855.63	14.51622919
EF_253	2	European_Flint	303.053846	4.121715783	13.27628177	68.31653933	865.55	14.02776766
EF_263	2	European_Flint	320.053846	3.371715783	12.15128177	72.61653933	869.11	14.17007535
EF_289	2	European_Flint	301.303846	3.021715783	14.27628177	67.94153933	919.24	13.92752769
Tr_208	2	Tropical	369.3652116	3.995744424	12.66303604	70.24132527	1646.81	30.58112798
CBD_238	1	Corn_Belt_Dent	385.0681135	1.901563042	11.24726042	70.13008236	1130.37	20.51622919
CBD_220	2	Corn_Belt_Dent	361.8615852	1.621758474	13.63122683	66.06612262	1098.93	16.9
CBD_212	2	Corn_Belt_Dent	377.3787598	2.201156429	13.23023625	71.1541233	960.97	16.22868882
CBD_10	2	Corn_Belt_Dent	347.553846	2.846715783	13.37628177	69.49153933	943.7	16.86238304
NF_49	2	Northern_Flint	308.3787598	5.526156429	16.68023625	60.0291233	1010.59	17.36238304
Tr_52	2	Tropical	351.3787598	2.501156429	14.10523625	68.7791233	979.48	15.90227354
NF_18	1	Northern_Flint	346.7347802	2.101563042	14.24726042	68.56341569	1142.88	22.94868882
NF_28	1	Northern_Flint	375.4014468	6.134896376	13.71392708	64.29674902	1051.65	18.50469073
Tr_255	1	Tropical	366.6287598	3.176156429	9.930236248	72.3041233	1210.39	24.26622919
Tr_257	2	Tropical	292.48117	3.661172179	13.77932759	64.35800183	1382.46	22.7
Tr_7	2	Tropical	347.48117	2.961172179	10.97932759	73.45800183	1312.33	21.10868882
CBD_117	2	Corn_Belt_Dent	347.2492532	2.43031667	13.04674449	69.82464871	1288.55	21.88586103
CBD_72	2	Corn_Belt_Dent	357.8652116	2.745744424	11.31303604	72.39132527	1230.02	22.62868882
CBD_211	1	Corn_Belt_Dent	369.6287598	3.126156429	11.35523625	72.5791233	1110.64	20.81622919
SS_221	2	Stiff_Stalk	348.8787598	2.751156429	13.88023625	69.2791233	1005.57	17.76086103
SS_42	2	Stiff_Stalk	345.0037598	3.176156429	13.59273625	70.6416233	995.06	16.72821921
CBD_35	2	Corn_Belt_Dent	361.8787598	2.026156429	13.45523625	71.0541233	1095.01	17.06868882
CBD_138	2	Corn_Belt_Dent	344.553846	3.396715783	14.10128177	67.24153933	1021.77	16.51622919
SS_16	1	Stiff_Stalk	365.1287598	3.751156429	10.80523625	70.8541233	1106.32	19.34868882
CBD_276	2	Corn_Belt_Dent	374.6287598	3.451156429	13.53023625	69.1041233	1042.99	17.59315227
EF_56	2	European_Flint	326.1287598	3.526156429	14.53023625	71.2791233	1068.89	16.64315227
EF_124	2	European_Flint	328.6287598	3.551156429	10.05523625	74.4791233	1024.31	16.58868882
EF_115	2	European_Flint	356.1287598	2.251156429	13.33023625	72.7291233	1075.67	17.18868882
EF_113	2	European_Flint	319.2406647	3.946024406	13.93030191	68.54606955	958.62	17.84419436
Tr_100	2	Tropical	347.303846	3.046715783	14.17628177	68.66653933	964.71	15.22776766
Tr_87	2	Tropical	325.6155137	3.695931079	14.52454662	67.27782146	989.8	17.11238304
CBD_268	1	Corn_Belt_Dent	329.553846	3.521715783	14.60128177	65.61653933	972.74	17.34868882
CBD_59	2	Corn_Belt_Dent	364.6287598	2.526156429	13.18023625	68.9041233	1022.08	18.40084458
CBD_160	2	Corn_Belt_Dent	330.3787598	3.151156429	12.50523625	68.4041233	1027.21	17.92007535
CBD_205	1	Corn_Belt_Dent	359.5409104	4.366019094	11.62450284	69.76652396	1159.04	20.00337026
CBD_202	1	Corn_Belt_Dent	345.6152116	5.245744424	11.81303604	68.99132527	1205.01	22.94390548
CBD_241	2	Corn_Belt_Dent	355.6287598	3.276156429	11.63023625	71.6541233	1082.91	17.06868882
Tr_128	2	Tropical	350.6287598	4.201156429	10.95523625	70.2541233	1344.73	24.59315227
CBD_230	2	Corn_Belt_Dent	355.48117	4.161172179	11.27932759	69.15800183	1213.44	20.38868882
CBD_69	2	Corn_Belt_Dent	354.8215384	2.498686313	11.99051271	69.25661573	918.79	15.78704274
CBD_176	1	Corn_Belt_Dent	369.8652116	2.145744424	10.51303604	71.04132527	1172.62	20.43930612
SS_36	1	Stiff_Stalk	344.7347802	3.434896376	15.04726042	68.43008236	1020.1	18.63930612
CBD_2	1	Corn_Belt_Dent	375.1287598	2.501156429	11.50523625	70.5791233	1133.22	18.65562795
CBD_24	2	Corn_Belt_Dent	357.8787598	3.251156429	11.45523625	70.3791233	1144.96	19.24699842
CBD_267	1	Corn_Belt_Dent	367.8652116	2.445744424	12.31303604	70.74132527	1163.11	21.67007535
CBD_139	2	Corn_Belt_Dent	359.6287598	3.926156429	12.33023625	70.5541233	1067.03	21.24699842
CBD_239	2	Corn_Belt_Dent	351.48117	4.761172179	13.17932759	67.45800183	1212.45	22.22868882
CBD_40	2	Corn_Belt_Dent	327.8787598	4.176156429	13.83023625	66.1541233	1296.07	24.60670695
CBD_50	1	Corn_Belt_Dent	274.3652116	2.945744424	15.01303604	62.69132527	1308.09	24.05757261
CBD_195	1	Corn_Belt_Dent	365.7347802	4.201563042	11.54726042	70.53008236	1226.68	20.02868882
CBD_182	2	Corn_Belt_Dent	349.4014468	4.334896376	12.68059375	69.09674902	1128.3	20.93930612
Tr_151	2	Tropical	343.4014468	3.368229709	11.11392708	71.89674902	1288.42	22.82868882
Tr_6	2	Tropical	354.2492532	2.23031667	13.44674449	67.72464871	1279.57	22.74868882
Tr_31	2	Tropical	335.8615852	3.471758474	13.78122683	65.81612262	1287.47	23.2
Tr_14	1	Tropical	337.48117	3.561172179	14.07932759	69.05800183	1257.74	22.26868882
Tr_110	2	Tropical	355.48117	2.261172179	8.579327588	74.05800183	1285.21	22.65
Tr_80	2	Tropical	355.8615852	2.671758474	12.13122683	69.96612262	1248.58	21.90084458
Tr_166	2	Tropical	359.48117	3.061172179	12.87932759	72.35800183	1259.04	22.98868882
Tr_217	2	Tropical	363.4014468	2.701563042	10.01392708	73.69674902	1284.49	22.54868882
Tr_63	2	Tropical	342.4014468	4.168229709	11.88059375	69.26341569	1354	20.34419436
Tr_252	2	Tropical	322.3652116	3.795744424	14.86303604	63.54132527	1382.99	27.75
NF_164	2	Northern_Flint	310.553846	3.621715783	15.22628177	63.96653933	885.19	12.62868882
CBD_207	1	Corn_Belt_Dent	323.053846	3.721715783	12.62628177	69.16653933	922.53	15.59315227
CBD_81	2	Corn_Belt_Dent	325.803846	3.946715783	14.55128177	66.91653933	869.53	14.74699842
NF_234	2	Northern_Flint	262.2406647	5.446024406	17.18030191	62.02106955	868.74	13.50868882
NF_94	1	Northern_Flint	313.303846	3.921715783	13.92628177	69.51653933	842.67	13.39861613
NF_235	2	Northern_Flint	326.4906647	4.196024406	15.33030191	65.59606955	808.23	13.06868882
NF_105	1	Northern_Flint	287.303846	4.196715783	13.35128177	67.91653933	865.52	13.67007535
CBD_162	2	Corn_Belt_Dent	321.303846	4.196715783	13.15128177	66.59153933	986.63	18.24699842
CBD_250	2	Corn_Belt_Dent	352.1287598	2.201156429	12.45523625	71.5291233	1109.64	17.4
CBD_84	1	Corn_Belt_Dent	331.3652116	3.345744424	13.36303604	70.09132527	1112.62	16.24699842
CBD_27	2	Corn_Belt_Dent	356.3787598	2.801156429	12.35523625	71.4541233	1154.47	17.84419436
NF_150	2	Northern_Flint	356.6287598	8.201156429	12.23023625	63.4541233	959.05	16.37536864
Tr_108	1	Tropical	329.1287598	3.926156429	9.780236248	73.6541233	1002.79	16.51622919
Tr_172	2	Tropical	343.1287598	3.976156429	13.40523625	69.1541233	938.97	17.11238304
SS_173	2	Stiff_Stalk	342.053846	3.371715783	11.40128177	71.59153933	979.71	18.47776766
CBD_136	2	Corn_Belt_Dent	357.053846	2.346715783	13.20128177	70.41653933	948.91	14.82868882
CBD_284	2	Corn_Belt_Dent	332.366422	4.163519581	13.41918643	67.93844783	920.34	16.98868882
Tr_169	2	Tropical	331.6287598	3.751156429	12.90523625	70.1041233	1011.5	16.27120197
NF_198	2	Northern_Flint	309.7215384	4.368686313	12.55051271	69.53661573	939.62	15.61179358
NF_88	2	Northern_Flint	330.2537598	3.113656429	14.65523625	68.4916233	1096.32	17.38508195
Tr_53	1	Tropical	311.1287598	3.551156429	15.05523625	67.9791233	982.65	18.10868882
CBD_23	1	Corn_Belt_Dent	325.8787598	4.501156429	13.58023625	67.8041233	973.56	16.82868882
EF_121	2	European_Flint	319.053846	4.221715783	13.10128177	67.14153933	965.54	16.26622919
EF_70	1	European_Flint	318.553846	4.246715783	13.22628177	69.09153933	986.14	16.23930612
EF_97	2	European_Flint	309.553846	4.171715783	13.40128177	68.71653933	949.98	15.20853689
NF_196	2	Northern_Flint	279.303846	3.571715783	14.17628177	69.29153933	856.15	14.43930612
NF_187	1	Northern_Flint	313.553846	4.146715783	13.27628177	68.44153933	851.58	13.02776766
NF_287	1	Northern_Flint	306.053846	3.196715783	12.57628177	68.64153933	873.05	12.74868882
NF_149	1	Northern_Flint	316.4906647	3.271024406	11.80530191	70.29606955	866.26	12.71861613
NF_90	1	Northern_Flint	317.053846	3.021715783	16.87628177	66.11653933	870.73	15.38868882
CBD_259	2	Corn_Belt_Dent	358.053846	3.196715783	12.85128177	70.51653933	862.25	14.38930612
NF_45	1	Northern_Flint	329.9906647	3.896024406	12.25530191	73.39606955	914.83	14.42007535
Tr_237	1	Tropical	341.3787598	4.051156429	13.28023625	68.0291233	1208.02	22.55
CBD_141	1	Corn_Belt_Dent	348.48117	4.561172179	11.37932759	70.65800183	1394.93	23.7
CBD_91	1	Corn_Belt_Dent	391.6287598	2.126156429	12.80523625	71.5041233	1162.67	20.54868882
CBD_118	1	Corn_Belt_Dent	380.8652116	3.195744424	11.41303604	71.44132527	1228.58	19.14868882
Tr_66	2	Tropical	335.2492532	5.53031667	13.54674449	65.92464871	1477.38	29.88535791
Tr_266	2	Tropical	345.2492532	3.13031667	14.14674449	67.22464871	1529.58	28.02762108
Tr_130	2	Tropical	363.48117	3.161172179	16.07932759	66.05800183	1364.59	24.98868882
Tr_8	2	Tropical	366.2492532	3.53031667	14.34674449	66.92464871	1358.46	22.9
CBD_270	2	Corn_Belt_Dent	302.053846	3.471715783	13.52628177	68.49153933	868.99	13.14868882
CBD_54	2	Corn_Belt_Dent	337.303846	3.871715783	11.22628177	71.41653933	934.65	14.63161381
CBD_171	2	Corn_Belt_Dent	355.9906647	3.796024406	10.50530191	72.99606955	898.83	14.22868882
EF_262	1	European_Flint	317.803846	3.871715783	15.70128177	65.89153933	863.84	14.15853689
NF_256	2	Northern_Flint	311.053846	3.921715783	14.75128177	68.61653933	879.17	13.28545996
CBD_145	2	Corn_Belt_Dent	303.3652116	1.945744424	13.01303604	68.74132527	989.92	15.01392784
CBD_116	1	Corn_Belt_Dent	352.553846	3.271715783	12.27628177	70.09153933	982.75	17.66868882
CBD_1	2	Corn_Belt_Dent	325.553846	3.946715783	12.82628177	68.14153933	966.74	15.55469073
CBD_157	2	Corn_Belt_Dent	370.053846	2.321715783	14.60128177	69.76653933	883.05	15.17007535
NF_44	2	Northern_Flint	344.2406647	3.396024406	14.90530191	69.94606955	853.31	14.43930612
CBD_21	2	Corn_Belt_Dent	333.053846	4.321715783	13.05128177	70.09153933	897.24	15.34868882
